name,type,side,eco_code,moves
Sicilian Defense - Classical Variation - Fianchetto Variation,Opening,Black,B57,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
Sicilian Defense - Classical Variation - General,Opening,Black,B57,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3
Sicilian Defense - Closed Sicilian - Anti-Sveshnikov Variation - Kharlov-Kramnik Line,Opening,White,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6 4.d3 Nf6 5.Bg2 g6 6.f4 Bg7
Sicilian Defense - Closed Variation,Opening,White,B23,1.e4 c5 2.Nc3 Nc6 3.g3 g6
Sicilian Defense - Closed Variation,Opening,White,B23,1.e4 c5 2.Nc3 Nc6 3.g3
Sicilian Defense - Closed Variation,Opening,White,B23,1.e4 c5 2.Nc3
Sicilian Defense - Closed Variation - Botvinnik Defense I,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6 4.Bg2 g6 5.d3 Bg7
Sicilian Defense - Closed Variation - Botvinnik Defense I - Edge Variation,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6 4.Bg2 g6 5.d3 Bg7 6.Be3 e5
Sicilian Defense - Closed Variation - Botvinnik Defense II,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6 4.Bg2 g6 5.d3 Bg7 6.Be3 e5
Sicilian Defense - Closed Variation - Chameleon Variation,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6
Sicilian Defense - Closed Variation - Fianchetto Variation,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7
Sicilian Defense - Closed Variation - Korchnoi Defense,Opening,Black,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6 4.Bg2 Nf6
Sicilian Defense - Closed Variation - Traditional,Opening,White,B23,1.e4 c5 2.Nc3 Nc6 3.g3 d6
Sicilian Defense - Delayed Alapin,Opening,White,B22,1.e4 c5 2.c4
Sicilian Defense - Delayed Alapin Variation,Opening,White,B22,1.e4 c5 2.c4 e6
Sicilian Defense - Delayed Alapin - Basman-Palatnik Double Gambit,Opening,White,B22,1.e4 c5 2.c4 e6 3.Nc3 d5
Sicilian Defense - Dragon Variation - Classical Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7
Sicilian Defense - Dragon Variation - Classical Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3
Sicilian Defense - Dragon Variation - Classical Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
Sicilian Defense - Dragon Variation - Classical Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
Sicilian Defense - Dragon Variation - Classical Variation - Alekhine Line,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Bg5
Sicilian Defense - Dragon Variation - Classical Variation - Battery Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3
Sicilian Defense - Dragon Variation - Classical Variation - General,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7
Sicilian Defense - Dragon Variation - Classical Variation - Maroczy Line,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.c4
Sicilian Defense - Dragon Variation - Classical Variation - Normal Line,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.O-O
Sicilian Defense - Dragon Variation - Classical Variation - Tartakower Line,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f4
Sicilian Defense - Dragon Variation - Fianchetto Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.g3
Sicilian Defense - Dragon Variation - General,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
Sicilian Defense - Dragon Variation - Levenfish Variation,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.f4
Sicilian Defense - Dragon Variation - Levenfish Variation - Main Line,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.f4 Bg7
Sicilian Defense - Dragon Variation - Modern Bc4 Variation,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Bc4
Sicilian Defense - Dragon Variation - Yugoslav Attack,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O
Sicilian Defense - Dragon Variation - Yugoslav Attack - Belezky Line,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O d5
Sicilian Defense - Dragon Variation - Yugoslav Attack - Czerniak Variation,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O a6
Sicilian Defense - Dragon Variation - Yugoslav Attack - Main Line,Opening,White,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O Bd7
Sicilian Defense - Drazic Variation,Opening,Black,B53,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2
Sicilian Defense - Flohr Variation,Opening,Black,B53,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6
Sicilian Defense - Four Knights Variation,Opening,Black,B55,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nf3
Sicilian Defense - Four Knights Variation - Cobra Variation,Opening,Black,B55,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nf3 e6 7.Be3 Be7
Sicilian Defense - Four Knights Variation - Exchange Variation,Opening,Black,B55,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nf3 e5
Sicilian Defense - Franco-Scilian Variation,Opening,Black,B20,1.e4 c5 2.Nf3 e6
Sicilian Defense - French Variation,Opening,Black,B20,1.e4 c5 2.d4 cxd4 3.Nf3
Sicilian Defense - French Variation - Normal,Opening,Black,B20,1.e4 c5 2.d4 cxd4 3.Nf3 d6
Sicilian Defense - French Variation - Open,Opening,Black,B20,1.e4 c5 2.d4 cxd4 3.Nf3 Nc6
Sicilian Defense - French Variation - Westerinen Attack,Opening,Black,B20,1.e4 c5 2.d4 cxd4 3.Nf3 e5
Sicilian Defense - Gaw-Paw Variation,Opening,Black,B20,1.e4 c5 2.Nf3 e6 3.c4
Sicilian Defense - General,Opening,Black,B20,1.e4 c5
Sicilian Defense - Godiva Variation,Opening,Black,B20,1.e4 c5 2.d4 cxd4 3.Qxd4 Nc6 4.Qe3
Sicilian Defense - Grand Prix Attack,Opening,White,B21,1.e4 c5 2.Nc3 Nc6 3.f4
Sicilian Defense - Grand Prix Attack - Schofman Variation,Opening,White,B21,1.e4 c5 2.Nc3 Nc6 3.f4 e6 4.Nf3 d5
Sicilian Defense - Hyperaccelerated Dragon,Opening,Black,B06,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6
Sicilian Defense - Hyperaccelerated Fianchetto,Opening,Black,B06,1.e4 c5 2.Nf3 Nc6 3.g3 g6
Sicilian Defense - Hyperaccelerated Pterodactyl,Opening,Black,B06,1.e4 c5 2.Nf3 Nc6 3.c4 g6
Sicilian Defense - Kalashnikov Variation,Opening,Black,B32,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 c6
Sicilian Defense - Kan Variation,Opening,Black,B40,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6
Sicilian Defense - Kan Variation - Knight Variation,Opening,Black,B40,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 Nc6
Sicilian Defense - Kan Variation - Maroczy Bind - Bronstein Variation,Opening,Black,B42,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 cxd4 6.Nc3 d6 7.g4
Sicilian Defense - Kan Variation - Maroczy Bind - Reti Variation,Opening,Black,B42,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 cxd4 6.Nc3 d6 7.Nf3
Sicilian Defense - Kan Variation - Modern Variation,Opening,Black,B41,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 Qc7
Sicilian Defense - Kan Variation - Polugaevsky Variation,Opening,Black,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5
Sicilian Defense - Kan Variation - Swiss Cheese Variation,Opening,Black,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 b5
Sicilian Defense - Kan Variation - Wing Attack,Opening,Black,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b6
Sicilian Defense - Kan Variation - Wing Attack - Fianchetto Variation,Opening,Black,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b6 6.g3
Sicilian Defense - Kan Variation - Wing Attack - Spraggett Attack,Opening,Black,B43,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b6 6.f4
Sicilian Defense - Katalimov Variation,Opening,Black,B27,1.e4 c5 2.Nf3 d6 3.Bc4
Sicilian Defense - Kramnik Variation,Opening,Black,B21,1.e4 c5 2.Nc3 Nc6 3.g3 g6
Sicilian Defense - Kronberger Variation,Opening,Black,B20,1.e4 c5 2.Nf3 e6 3.c4
Sicilian Defense - Kupreichik Variation,Opening,Black,B53,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.O-O-O d5
Sicilian Defense - Kveinis Variation,Opening,Black,B22,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4
Sicilian Defense - Lasker-Dunne Attack,Opening,Black,B30,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3
Sicilian Defense - Lasker-Pelikan Variation - Bird Variation,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Qc7
Sicilian Defense - Lasker-Pelikan Variation - Exchange Variation,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Qc7 10.Nxc6 bxc6
Sicilian Defense - Lasker-Pelikan Variation - General,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O
Sicilian Defense - Lasker-Pelikan Variation - Retreat Variation,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Qc7 10.Nxc6 bxc6 11.Bxf6 Bxf6 12.Qxd6
Sicilian Defense - Lasker-Pelikan Variation - Schlechter Variation,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Qc7 10.Nxc6 bxc6 11.Bxf6 Bxf6 12.e5
Sicilian Defense - Lasker-Pelikan Variation - Sveshnikov Variation,Opening,Black,B33,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Qc7 10.Ndb5 Qb8
Sicilian Defense - Lwenthal Variation,Opening,Black,B32,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
Sicilian Defense - Marshall Counterattack,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bb5 Bd7
Sicilian Defense - Marshall Gambit,Opening,White,B21,1.e4 c5 2.Nc3 d6 3.f4
Sicilian Defense - McDonnell Attack,Opening,White,B21,1.e4 c5 2.Nc3 Nc6 3.f4 d6
Sicilian Defense - McDonnell Attack - Tal Gambit,Opening,White,B21,1.e4 c5 2.Nc3 Nc6 3.f4 d6 4.Nf3 Bg7 5.Bb5 Bd7 6.O-O-O Nf6 7.e5
Sicilian Defense - Mengarini Variation,Opening,Black,B23,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6
Sicilian Defense - Modern Variations,Opening,Black,B20,1.e4 c5
Sicilian Defense - Modern Variations - Anti-Qxd4 Move Order,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
Sicilian Defense - Modern Variations - Anti-Qxd4 Move Order - Accepted,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5
Sicilian Defense - Modern Variations - Main Line,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
Sicilian Defense - Modern Variations - Tartakower,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 g6 7.O-O Bg7 8.Be3 Nc6
Sicilian Defense - Morphy Gambit,Opening,White,B21,1.e4 c5 2.Nc3 d6 3.f4
Sicilian Defense - Najdorf Variation,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
Sicilian Defense - Najdorf Variation - Adams Attack,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2
Sicilian Defense - Najdorf Variation - Amsterdam Variation,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3
Sicilian Defense - Najdorf Variation - Browne Variation,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5
Sicilian Defense - Najdorf Variation - English Attack,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3
Sicilian Defense - Najdorf Variation - English Attack - Anti-English,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5
Sicilian Defense - Najdorf Variation - Main Line,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5
Sicilian Defense - Najdorf Variation - Opocensky Variation,Opening,Black,B90,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5
Sicilian Defense - Najdorf Variation - Poisoned Pawn Variation,Opening,Black,B97,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 Qb6
Sicilian Defense - Nimzo-American Variation,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5
Sicilian Defense - Nyezhmetdinov-Rossolimo Attack,Opening,White,B20,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.c4
Sicilian Defense - Nyezhmetdinov-Rossolimo Attack - Fianchetto Variation,Opening,White,B20,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.g3
Sicilian Defense - O'Kelly Variation,Opening,Black,B45,1.e4 c5 2.Nf3 a6
Sicilian Defense - O'Kelly Variation - Maroczy Bind,Opening,Black,B45,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 Nc6 5.c4 g6
Sicilian Defense - O'Kelly Variation - Normal System,Opening,Black,B45,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6
Sicilian Defense - O'Kelly Variation - Normal System - Kan Line,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 Nc6
Sicilian Defense - O'Kelly Variation - Normal System - Taimanov Line,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6
Sicilian Defense - O'Kelly Variation - Quiet System,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 d6
Sicilian Defense - O'Kelly Variation - Reti System,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 Nc6 4.Nc3
Sicilian Defense - O'Kelly Variation - Venice System,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6 4.Nc3 Nc6
Sicilian Defense - O'Kelly Variation - Venice System - Barcza Line,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6 4.Nc3 Nc6 5.g3
Sicilian Defense - O'Kelly Variation - Venice System - Gambit line,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6 4.Nc3 Nc6 5.d4 cxd4 6.Nxd4
Sicilian Defense - O'Kelly Variation - Venice System - Steiner Line,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6 4.Nc3 Nc6 5.g3 g6
Sicilian Defense - O'Kelly Variation - Yerevan System,Opening,Black,B44,1.e4 c5 2.Nf3 a6 3.c4 e6 4.Nc3 Nc6 5.g3 g6 6.Bg2 Bg7
Sicilian Defense - Old Sicilian - General,Opening,Black,B20,1.e4 c5
Sicilian Defense - Old Sicilian - Normal,Opening,Black,B20,1.e4 c5 2.Nf3 d6
Sicilian Defense - Old Sicilian - Open,Opening,Black,B20,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4
Sicilian Defense - Paulsen Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6
Sicilian Defense - Paulsen Variation - American Attack,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4
Sicilian Defense - Paulsen Variation - Bastrikov Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5
Sicilian Defense - Paulsen Variation - Bastrikov Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5 6.exd5 exd5
Sicilian Defense - Paulsen Variation - Bastrikov Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5 6.exd5 exd5 7.cxd5 Qxd5
Sicilian Defense - Paulsen Variation - Bastrikov Variation - English Attack,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5 6.exd5 exd5 7.Nc3 Nf6 8.Be3
Sicilian Defense - Paulsen Variation - Bastrikov Variation - Ponomariov Gambit,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5 6.exd5 exd5 7.cxd5 Nf6
Sicilian Defense - Paulsen Variation - General,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6
Sicilian Defense - Paulsen Variation - Modern Line,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 d6
Sicilian Defense - Paulsen Variation - Normal Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3
Sicilian Defense - Paulsen Variation - Szen Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 Qc7
Sicilian Defense - Paulsen Variation - Taimanov Variation,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6
Sicilian Defense - Paulsen-Basman Defense,Opening,Black,B44,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 d5
Sicilian Defense - Pin Variation,Opening,Black,B47,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
Sicilian Defense - Pin Variation - Koch Variation,Opening,Black,B47,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Bg5
Sicilian Defense - Prins Variation,Opening,Black,B53,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
Sicilian Defense - Prins Variation - Venice Attack,Opening,Black,B53,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3
Sicilian Defense - Richter-Rauzer Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5
Sicilian Defense - Richter-Rauzer Variation - Classical Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6
Sicilian Defense - Richter-Rauzer Variation - Classical Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2
Sicilian Defense - Richter-Rauzer Variation - Classical Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7
Sicilian Defense - Richter-Rauzer Variation - Classical Variation - Kantscher Line,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O Qc7 9.f4
Sicilian Defense - Richter-Rauzer Variation - Dragon Variation,Opening,Black,B70,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2 O-O 9.Bc4 Bd7
Sicilian Defense - Richter-Rauzer Variation - General,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5
Sicilian Defense - Richter-Rauzer Variation - Ivanov Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.f4 Qb6
Sicilian Defense - Richter-Rauzer Variation - Modern Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2
Sicilian Defense - Richter-Rauzer Variation - Neo-Modern Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.f4 Qb6 8.Nb3
Sicilian Defense - Richter-Rauzer Variation - Neo-Modern Variation - Early deviations,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.f4 Qb6 8.Nb3 Be7
Sicilian Defense - Richter-Rauzer Variation - Neo-Modern Variation - Nyezhmetdinov Attack,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.f4 Qb6 8.Nb3 Be7 9.Qf3
Sicilian Defense - Richter-Rauzer Variation - Traditional Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2
Sicilian Defense - Richter-Rauzer Variation - Vitolins Variation,Opening,Black,B67,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.f4 Qb6 8.Nb3 Be7 9.Qf3 h6
Sicilian Defense - Scheveningen Variation,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6
Sicilian Defense - Scheveningen Variation - Classical Variation,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7
Sicilian Defense - Scheveningen Variation - Classical Variation - General,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7
Sicilian Defense - Scheveningen Variation - Classical Variation - Paulsen Variation,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7 7.O-O a6
Sicilian Defense - Scheveningen Variation - Delayed Keres Attack,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7 7.O-O a6 8.g4
Sicilian Defense - Scheveningen Variation - Delayed Keres Attack - Perenyi Gambit,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7 7.O-O a6 8.g4 b5
Sicilian Defense - Scheveningen Variation - English Attack,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3
Sicilian Defense - Scheveningen Variation - Fianchetto Variation,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g3
Sicilian Defense - Scheveningen Variation - Keres Attack,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g4
Sicilian Defense - Scheveningen Variation - Matanovic Attack,Opening,Black,B80,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g4 Nc6
